,Title,Awards,Wins,Nominations,Bafta_Nominations,Oscar_Nominations,Prime_Nominations,Golden_Globe_Nominations,Bafta_Wins,Oscar_Wins,Prime_Wins,Golden_Globe_Wins
12569,Avenues,,0,0,0,0,0,0,0,0,0,0
12570,Kung Fu Femmes; Part 9,,0,0,0,0,0,0,0,0,0,0
12571,Lovesick,,0,0,0,0,0,0,0,0,0,0
12572,The Muppets: First Look Presentation,,0,0,0,0,0,0,0,0,0,0
12573,Brothers in Suits,,0,0,0,0,0,0,0,0,0,0
12574,Bi Dünya Sov,,0,0,0,0,0,0,0,0,0,0
12575,BrainDead,,0,0,0,0,0,0,0,0,0,0
12576,On Football,4 nominations.,0,4,0,0,0,0,0,0,0,0
12577,Mama,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
12578,Yellow Fieber,2 nominations.,0,2,0,0,0,0,0,0,0,0
12579,Pirates,1 nomination.,0,1,0,0,0,0,0,0,0,0
12580,Take the High Line,,0,0,0,0,0,0,0,0,0,0
12581,The Tempest,,0,0,0,0,0,0,0,0,0,0
12582,Blader High,,0,0,0,0,0,0,0,0,0,0
12583,Pushing the Limits,,0,0,0,0,0,0,0,0,0,0
12584,Tango in San Antonio,,0,0,0,0,0,0,0,0,0,0
12585,Mario,,0,0,0,0,0,0,0,0,0,0
12586,Tom Cruise: Show Me the Movies,,0,0,0,0,0,0,0,0,0,0
12587,Exit to Athens,,0,0,0,0,0,0,0,0,0,0
12588,Haunted,,0,0,0,0,0,0,0,0,0,0
12589,Beyond the Lens,,0,0,0,0,0,0,0,0,0,0
12590,One Last Run,,0,0,0,0,0,0,0,0,0,0
12591,Between 2 Phat Kids,,0,0,0,0,0,0,0,0,0,0
12592,BBC Proms,,0,0,0,0,0,0,0,0,0,0
12593,Irrelevant,,0,0,0,0,0,0,0,0,0,0
12594,Animal Super Parents,,0,0,0,0,0,0,0,0,0,0
12595,Bangkok Fight Night,,0,0,0,0,0,0,0,0,0,0
12596,Bad Company,,0,0,0,0,0,0,0,0,0,0
12597,Answered Prayers,,0,0,0,0,0,0,0,0,0,0
12598,Bikini Body Conscious Living,,0,0,0,0,0,0,0,0,0,0
12599,Tequila for Penguins,,0,0,0,0,0,0,0,0,0,0
12600,Bronanigans,,0,0,0,0,0,0,0,0,0,0
12601,Celebrity Conversations,,0,0,0,0,0,0,0,0,0,0
12602,Lena Fauch - Du sollst nicht töten,1 nomination.,0,1,0,0,0,0,0,0,0,0
12603,Cowtown,,0,0,0,0,0,0,0,0,0,0
12604,And Then They Came,,0,0,0,0,0,0,0,0,0,0
12605,Apple Pie,,0,0,0,0,0,0,0,0,0,0
12606,Baldwin Cafe,,0,0,0,0,0,0,0,0,0,0
12607,36 Hours,,0,0,0,0,0,0,0,0,0,0
12608,Forever Young,1 nomination.,0,1,0,0,0,0,0,0,0,0
12609,Hurricane of Fun: The Making of Wet Hot,,0,0,0,0,0,0,0,0,0,0
12610,3 Siders,,0,0,0,0,0,0,0,0,0,0
12611,Built to Last,,0,0,0,0,0,0,0,0,0,0
12612,Katastrophe,,0,0,0,0,0,0,0,0,0,0
12613,Confessions,,0,0,0,0,0,0,0,0,0,0
12614,Rebirth,,0,0,0,0,0,0,0,0,0,0
12615,Couch Surfing USA,,0,0,0,0,0,0,0,0,0,0
12616,Being Wizards,,0,0,0,0,0,0,0,0,0,0
12617,Cast Off,,0,0,0,0,0,0,0,0,0,0
12618,Rose,,0,0,0,0,0,0,0,0,0,0
12619,Atlantic: The Wildest Ocean on Earth,,0,0,0,0,0,0,0,0,0,0
12620,Valerie's Home Cooking,,0,0,0,0,0,0,0,0,0,0
12621,BBQ with Franklin,,0,0,0,0,0,0,0,0,0,0
12622,One More Thing Before Vegas,,0,0,0,0,0,0,0,0,0,0
12623,Attack on Titan: Junior High,,0,0,0,0,0,0,0,0,0,0
12624,After Dark with Julian Clark,,0,0,0,0,0,0,0,0,0,0
12625,Cartoon Superheroes Abridged,,0,0,0,0,0,0,0,0,0,0
12626,Spurbar: The Faszination,,0,0,0,0,0,0,0,0,0,0
12627,How to Get a Date,1 win.,1,0,0,0,0,0,0,0,0,0
12628,Winter on Fire: Ukraine's Fight for Freedom,Nominated for 1 Oscar. Another 1 win & 3 nominations.,1,4,0,1,0,0,0,0,0,0
12629,Carol Klein's Plant Odysseys,,0,0,0,0,0,0,0,0,0,0
12630,A Little Pain,,0,0,0,0,0,0,0,0,0,0
12631,Atlanta Plastic,,0,0,0,0,0,0,0,0,0,0
12632,Beneath New Zealand,,0,0,0,0,0,0,0,0,0,0
12633,Namastey England,,0,0,0,0,0,0,0,0,0,0
12634,60 Seconds to Scare,,0,0,0,0,0,0,0,0,0,0
12635,0 Shieuigeunyuh,,0,0,0,0,0,0,0,0,0,0
12636,Bullies to Heroes,,0,0,0,0,0,0,0,0,0,0
12637,After Paradise,,0,0,0,0,0,0,0,0,0,0
12638,Bad Couple,,0,0,0,0,0,0,0,0,0,0
12639,Batalha dos Confeiteiros Brasil,,0,0,0,0,0,0,0,0,0,0
12640,Hilda,,0,0,0,0,0,0,0,0,0,0
12641,Animal News with the Compliment Pig,,0,0,0,0,0,0,0,0,0,0
12642,Cross of Man,,0,0,0,0,0,0,0,0,0,0
12643,The Jacket,,0,0,0,0,0,0,0,0,0,0
12644,Cello,,0,0,0,0,0,0,0,0,0,0
12645,19.43,,0,0,0,0,0,0,0,0,0,0
12646,Giada in Italy,,0,0,0,0,0,0,0,0,0,0
12647,America's Most Desperate Kitchens,,0,0,0,0,0,0,0,0,0,0
12648,Destiny: The Taken King,,0,0,0,0,0,0,0,0,0,0
12649,Double Date,,0,0,0,0,0,0,0,0,0,0
12650,Bullies,,0,0,0,0,0,0,0,0,0,0
12651,Backstage,,0,0,0,0,0,0,0,0,0,0
12652,Neighborhood Watch,,0,0,0,0,0,0,0,0,0,0
12653,Chi City Dreamzzz,,0,0,0,0,0,0,0,0,0,0
12654,Caine,,0,0,0,0,0,0,0,0,0,0
12655,The Doctor,,0,0,0,0,0,0,0,0,0,0
12656,Not Safe with Nikki Glaser,,0,0,0,0,0,0,0,0,0,0
12657,Bacon & God's Wrath,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
12658,Atlanta Cheer,,0,0,0,0,0,0,0,0,0,0
12659,Marilyn Monroe: Where the Truth Lies,,0,0,0,0,0,0,0,0,0,0
12660,Baroness Von Sketch Show,,0,0,0,0,0,0,0,0,0,0
12661,I'll Drink to That,,0,0,0,0,0,0,0,0,0,0
12662,Broken People,,0,0,0,0,0,0,0,0,0,0
12663,The Meaning of Life,,0,0,0,0,0,0,0,0,0,0
12664,Dead Meat,,0,0,0,0,0,0,0,0,0,0
12665,Beyond Bitchin' Rides,,0,0,0,0,0,0,0,0,0,0
12666,Boys and Their Toys,,0,0,0,0,0,0,0,0,0,0
12667,I Love You,,0,0,0,0,0,0,0,0,0,0
12668,The Vault,,0,0,0,0,0,0,0,0,0,0
12669,Trial by Fire,,0,0,0,0,0,0,0,0,0,0
12670,America's Best Dance Crew AfterBuzz TV,,0,0,0,0,0,0,0,0,0,0
12671,Relentless,,0,0,0,0,0,0,0,0,0,0
12672,At This Stage of the Game,,0,0,0,0,0,0,0,0,0,0
12673,In Critical Condition,,0,0,0,0,0,0,0,0,0,0
12674,A Special Relationship aka Une Relation Dangereuse,,0,0,0,0,0,0,0,0,0,0
12675,Chasing the Star,,0,0,0,0,0,0,0,0,0,0
12676,Dead Again,,0,0,0,0,0,0,0,0,0,0
12677,Eight,,0,0,0,0,0,0,0,0,0,0
12678,America: The Beautiful.,,0,0,0,0,0,0,0,0,0,0
12679,A; B; Cheese,,0,0,0,0,0,0,0,0,0,0
12680,Bunny and Tai,,0,0,0,0,0,0,0,0,0,0
12681,Frequent Flyers,,0,0,0,0,0,0,0,0,0,0
12682,Driver's Ed: Tales from the Street,,0,0,0,0,0,0,0,0,0,0
12683,Bakunyû Megumi: Bari no aru J-cup dokusen debut!,,0,0,0,0,0,0,0,0,0,0
12684,30; Debt-Free & Far from Happy,,0,0,0,0,0,0,0,0,0,0
12685,Bandbudh Aur Budbak,,0,0,0,0,0,0,0,0,0,0
12686,Behind the Whool,,0,0,0,0,0,0,0,0,0,0
12687,Behind the Wool,,0,0,0,0,0,0,0,0,0,0
12688,A Prison of Skin,,0,0,0,0,0,0,0,0,0,0
12689,In Jackson Heights,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0,0
12690,Aero Origins,,0,0,0,0,0,0,0,0,0,0
12691,An Unlikely Family,,0,0,0,0,0,0,0,0,0,0
12692,Anthony Kapfer and Lars,,0,0,0,0,0,0,0,0,0,0
12693,Bandwagon Inc.,,0,0,0,0,0,0,0,0,0,0
12694,Let Mommy Fix It,,0,0,0,0,0,0,0,0,0,0
12695,Carrie Cray Cray,,0,0,0,0,0,0,0,0,0,0
12696,LEGO DC Super Heroes: Justice League - Attack of the Legion of Doom!,1 nomination.,0,1,0,0,0,0,0,0,0,0
12697,Silicon Cowboys,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
12698,3 Scientists Walk Into a Bar,,0,0,0,0,0,0,0,0,0,0
12699,Legends of the Gold Rush,,0,0,0,0,0,0,0,0,0,0
12700,The Visitor,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
12701,Audition Shorts,,0,0,0,0,0,0,0,0,0,0
12702,One of Us,2 wins & 7 nominations.,2,7,0,0,0,0,0,0,0,0
12703,Callboys,,0,0,0,0,0,0,0,0,0,0
12704,Good Evening; Officer Bracelitz,,0,0,0,0,0,0,0,0,0,0
12705,Cupid,,0,0,0,0,0,0,0,0,0,0
12706,Beyond the Knock,,0,0,0,0,0,0,0,0,0,0
12707,Riley's First Date?,,0,0,0,0,0,0,0,0,0,0
12708,Cricket,,0,0,0,0,0,0,0,0,0,0
12709,Attack of the Killer Chickens,,0,0,0,0,0,0,0,0,0,0
12710,60 Seconds to Die,,0,0,0,0,0,0,0,0,0,0
12711,Venice,,0,0,0,0,0,0,0,0,0,0
12712,The Farm,,0,0,0,0,0,0,0,0,0,0
12713,Binko Talk,,0,0,0,0,0,0,0,0,0,0
12714,Changes,,0,0,0,0,0,0,0,0,0,0
12715,Happy Ending,,0,0,0,0,0,0,0,0,0,0
12716,Escape,,0,0,0,0,0,0,0,0,0,0
12717,Circus Girls,,0,0,0,0,0,0,0,0,0,0
12718,A Puerta Abierta,,0,0,0,0,0,0,0,0,0,0
12719,Chancers,,0,0,0,0,0,0,0,0,0,0
12720,Karen,,0,0,0,0,0,0,0,0,0,0
12721,Big Break,,0,0,0,0,0,0,0,0,0,0
12722,Authentic Arran,,0,0,0,0,0,0,0,0,0,0
12723,Coyote and Old Crow,,0,0,0,0,0,0,0,0,0,0
12724,The Green Room,,0,0,0,0,0,0,0,0,0,0
12725,Rob Gronkowski Erotic Fan Fiction with Charlotte McKinney and Rob Gronkowski,,0,0,0,0,0,0,0,0,0,0
12726,The Fixer,,0,0,0,0,0,0,0,0,0,0
12727,Beard,,0,0,0,0,0,0,0,0,0,0
12728,Flicker,,0,0,0,0,0,0,0,0,0,0
12729,A Daughter Just Like You,,0,0,0,0,0,0,0,0,0,0
12730,My Best Friend,,0,0,0,0,0,0,0,0,0,0
12731,Animals.,,0,0,0,0,0,0,0,0,0,0
12732,American Widow,,0,0,0,0,0,0,0,0,0,0
12733,Menage à trois,,0,0,0,0,0,0,0,0,0,0
12734,Araneae Dei,,0,0,0,0,0,0,0,0,0,0
12735,The Editor,,0,0,0,0,0,0,0,0,0,0
12736,After the Applause,,0,0,0,0,0,0,0,0,0,0
12737,Bretewalda,,0,0,0,0,0,0,0,0,0,0
12738,The Road Less Traveled By,,0,0,0,0,0,0,0,0,0,0
12739,Bit Parts,,0,0,0,0,0,0,0,0,0,0
12740,Prologue,Nominated for 1 Oscar. Another 1 nomination.,0,2,0,1,0,0,0,0,0,0
12741,Auf Augenhöhe,,0,0,0,0,0,0,0,0,0,0
12742,Girl Girl House,,0,0,0,0,0,0,0,0,0,0
12743,Adventures of the Ghillie Suit,,0,0,0,0,0,0,0,0,0,0
12744,The One Night Stand with Rob Corddry,,0,0,0,0,0,0,0,0,0,0
12745,Get Educated,,0,0,0,0,0,0,0,0,0,0
12746,A Series of ONE,,0,0,0,0,0,0,0,0,0,0
12747,Sean Connery: In His Own Words,,0,0,0,0,0,0,0,0,0,0
12748,Africa Talk Show,,0,0,0,0,0,0,0,0,0,0
12749,Gambit,,0,0,0,0,0,0,0,0,0,0
12750,Coop Dreams,,0,0,0,0,0,0,0,0,0,0
12751,#TBT by Comedy Central,,0,0,0,0,0,0,0,0,0,0
12752,The Reunion 3,,0,0,0,0,0,0,0,0,0,0
12753,Brown Cover,,0,0,0,0,0,0,0,0,0,0
12754,Anticlimax,,0,0,0,0,0,0,0,0,0,0
12755,Brother Nature,,0,0,0,0,0,0,0,0,0,0
12756,Free Fall,,0,0,0,0,0,0,0,0,0,0
12757,Catching Dreams: The Series,,0,0,0,0,0,0,0,0,0,0
12758,Bull,,0,0,0,0,0,0,0,0,0,0
12759,Cecil and Roland,,0,0,0,0,0,0,0,0,0,0
12760,The Chain,,0,0,0,0,0,0,0,0,0,0
12761,Every Minute Counts,,0,0,0,0,0,0,0,0,0,0
12762,Back to the Future: The Game - 30th Anniversary Edition,,0,0,0,0,0,0,0,0,0,0
12763,Whitney & Bobby: Addicted to Love,,0,0,0,0,0,0,0,0,0,0
12764,Family Business,,0,0,0,0,0,0,0,0,0,0
12765,Take Care,,0,0,0,0,0,0,0,0,0,0
12766,Shenanigans,,0,0,0,0,0,0,0,0,0,0
12767,Prophet,,0,0,0,0,0,0,0,0,0,0
12768,Beremennye,,0,0,0,0,0,0,0,0,0,0
12769,Baked Alaska,,0,0,0,0,0,0,0,0,0,0
12770,Risk,1 nomination.,0,1,0,0,0,0,0,0,0,0
12771,Manipulation,,0,0,0,0,0,0,0,0,0,0
12772,Circut Court Justice,,0,0,0,0,0,0,0,0,0,0
12773,America's Next Weatherman,,0,0,0,0,0,0,0,0,0,0
12774,Dead in the Water,,0,0,0,0,0,0,0,0,0,0
12775,Choose Their Kill,,0,0,0,0,0,0,0,0,0,0
12776,Apo tin Poli stin Anatoli,,0,0,0,0,0,0,0,0,0,0
12777,The Last Goodbye,,0,0,0,0,0,0,0,0,0,0
12778,Emancipation of Robert Sadler,,0,0,0,0,0,0,0,0,0,0
12779,Little Patriot Embraced,,0,0,0,0,0,0,0,0,0,0
12780,Beans; Rice and Potatoes,,0,0,0,0,0,0,0,0,0,0
12781,Oh Deer Society,,0,0,0,0,0,0,0,0,0,0
12782,The 67th Primetime Emmy Awards,1 nomination.,0,1,0,0,0,0,0,0,0,0
12783,Cookin' in the Kitchen,,0,0,0,0,0,0,0,0,0,0
12784,Ring of Honor: Death Before Dishonor XIII,,0,0,0,0,0,0,0,0,0,0
12785,End of the Line,,0,0,0,0,0,0,0,0,0,0
12786,Britain's Spending Secrets,,0,0,0,0,0,0,0,0,0,0
12787,Special Forces: Ultimate Hell Week,,0,0,0,0,0,0,0,0,0,0
12788,Pandemonium,,0,0,0,0,0,0,0,0,0,0
12789,On the home stretch,,0,0,0,0,0,0,0,0,0,0
12790,Chi-Town Stories,,0,0,0,0,0,0,0,0,0,0
12791,Elephant in the Room,,0,0,0,0,0,0,0,0,0,0
12792,100 Deadly Skills,,0,0,0,0,0,0,0,0,0,0
12793,Burp Girl,,0,0,0,0,0,0,0,0,0,0
12794,The Love Is Dead Time Travel Club,,0,0,0,0,0,0,0,0,0,0
12795,Allstate Foundation: Purple Purse (PSA),,0,0,0,0,0,0,0,0,0,0
12796,Rebels,,0,0,0,0,0,0,0,0,0,0
12797,Crime Lord,,0,0,0,0,0,0,0,0,0,0
12798,California Makers,,0,0,0,0,0,0,0,0,0,0
12799,Mistaken Identity,,0,0,0,0,0,0,0,0,0,0
12800,Millennials,,0,0,0,0,0,0,0,0,0,0
12801,Budapest 11,,0,0,0,0,0,0,0,0,0,0
12802,Captain Kyle's Cosplay Spotlight,,0,0,0,0,0,0,0,0,0,0
12803,Canals: The Making of a Nation,,0,0,0,0,0,0,0,0,0,0
12804,Camino de Estupideces,,0,0,0,0,0,0,0,0,0,0
12805,Basic,,0,0,0,0,0,0,0,0,0,0
12806,Seong-nan Byeon-ho-sa,,0,0,0,0,0,0,0,0,0,0
12807,Arsenal,,0,0,0,0,0,0,0,0,0,0
12808,Calle Sonora,,0,0,0,0,0,0,0,0,0,0
12809,Batman: The Hunt for Red Hood,,0,0,0,0,0,0,0,0,0,0
12810,A Wicked Offer,,0,0,0,0,0,0,0,0,0,0
12811,Mittel und Wege,,0,0,0,0,0,0,0,0,0,0
12812,The National Lottery: 5 Star Family Reunion,,0,0,0,0,0,0,0,0,0,0
12813,Cash Floor,,0,0,0,0,0,0,0,0,0,0
12814,Murder in Mexico: The Bruce Beresford-Redman Story,,0,0,0,0,0,0,0,0,0,0
12815,Are Our Kids Tough Enough? Chinese School,,0,0,0,0,0,0,0,0,0,0
12816,Kom og dansa,,0,0,0,0,0,0,0,0,0,0
12817,Between Life and Death,,0,0,0,0,0,0,0,0,0,0
12818,Middle School: The Worst Years of My Life,1 nomination.,0,1,0,0,0,0,0,0,0,0
12819,Viola,,0,0,0,0,0,0,0,0,0,0
12820,Beach Bites with Katie Lee,,0,0,0,0,0,0,0,0,0,0
12821,The Director,,0,0,0,0,0,0,0,0,0,0
12822,Angry Sky,,0,0,0,0,0,0,0,0,0,0
12823,Clarissa's Rude Awakening,,0,0,0,0,0,0,0,0,0,0
12824,Dad,,0,0,0,0,0,0,0,0,0,0
12825,Coming After You: FrankOH,,0,0,0,0,0,0,0,0,0,0
12826,Virtual Morality,,0,0,0,0,0,0,0,0,0,0
12827,Death Rattle,,0,0,0,0,0,0,0,0,0,0
12828,A Regra do Jogo,1 win & 10 nominations.,1,10,0,0,0,0,0,0,0,0
12829,The Children,,0,0,0,0,0,0,0,0,0,0
12830,Till Death Do Us Part,,0,0,0,0,0,0,0,0,0,0
12831,Sector IX B,,0,0,0,0,0,0,0,0,0,0
12832,Making A Killing,,0,0,0,0,0,0,0,0,0,0
12833,Marta,,0,0,0,0,0,0,0,0,0,0
12834,Azerbaijanis in Britain,,0,0,0,0,0,0,0,0,0,0
12835,Ask AFYL,,0,0,0,0,0,0,0,0,0,0
12836,Ancient Roads from Christ to Constantine,,0,0,0,0,0,0,0,0,0,0
12837,The Interrogation,,0,0,0,0,0,0,0,0,0,0
12838,A puro corazón,,0,0,0,0,0,0,0,0,0,0
12839,Watashi o omocha ni shite kudasai: H daisuki; bakunyû paipan bishôjo: Shiori-chan,,0,0,0,0,0,0,0,0,0,0
12840,Monica the Medium,,0,0,0,0,0,0,0,0,0,0
12841,Blood Drive: The Short Film,,0,0,0,0,0,0,0,0,0,0
12842,TSR with Stephanie Duchaine,,0,0,0,0,0,0,0,0,0,0
12843,Caribbean Talent Talk Show,,0,0,0,0,0,0,0,0,0,0
12844,Barsy,,0,0,0,0,0,0,0,0,0,0
12845,Augmented,,0,0,0,0,0,0,0,0,0,0
12846,Who's Your Daddy? 17,,0,0,0,0,0,0,0,0,0,0
12847,Mandy,,0,0,0,0,0,0,0,0,0,0
12848,Andy's Adventures,,0,0,0,0,0,0,0,0,0,0
12849,5 ji Kara 9 ji Made ~ Watashi ni Koi Shita Ikemen Sugiru Obôsan,,0,0,0,0,0,0,0,0,0,0
12850,The Hunger,,0,0,0,0,0,0,0,0,0,0
12851,20 Moments That Rocked the 80's,,0,0,0,0,0,0,0,0,0,0
12852,Double Trouble,,0,0,0,0,0,0,0,0,0,0
12853,Summer of Love,,0,0,0,0,0,0,0,0,0,0
12854,Bigfoot Littlefoot,,0,0,0,0,0,0,0,0,0,0
12855,Intervention,,0,0,0,0,0,0,0,0,0,0
12856,Ancient Mysteries of the Lost World,,0,0,0,0,0,0,0,0,0,0
12857,Balancing Act: Portraits of the Modern Family,,0,0,0,0,0,0,0,0,0,0
12858,The Women's List,,0,0,0,0,0,0,0,0,0,0
12859,Destination X TV: Puerto Rico,,0,0,0,0,0,0,0,0,0,0
12860,Possession,,0,0,0,0,0,0,0,0,0,0
12861,Au delà des murs,,0,0,0,0,0,0,0,0,0,0
12862,Slow Burn,,0,0,0,0,0,0,0,0,0,0
12863,This Ain't Disneyland,,0,0,0,0,0,0,0,0,0,0
12864,House of Cards,,0,0,0,0,0,0,0,0,0,0
12865,Boy Meets Girl,,0,0,0,0,0,0,0,0,0,0
12866,Marriage of Lies,,0,0,0,0,0,0,0,0,0,0
12867,Cuban Chrome,,0,0,0,0,0,0,0,0,0,0
12868,French Toast,,0,0,0,0,0,0,0,0,0,0
12869,Time to Choose,,0,0,0,0,0,0,0,0,0,0
12870,Madam Secretary- Foreign Relations: Authenticating the Look of Madam Secretary,,0,0,0,0,0,0,0,0,0,0
12871,Amalgamation: The Actress,,0,0,0,0,0,0,0,0,0,0
12872,Reckoning,,0,0,0,0,0,0,0,0,0,0
12873,Antti Holma Show,,0,0,0,0,0,0,0,0,0,0
12874,Rocket League,,0,0,0,0,0,0,0,0,0,0
12875,The Undertaker,,0,0,0,0,0,0,0,0,0,0
12876,12 Adventures: The 12 Adventures of Incredibly Imperfect Ali Gilmore,,0,0,0,0,0,0,0,0,0,0
12877,Hunting,,0,0,0,0,0,0,0,0,0,0
12878,Out There,,0,0,0,0,0,0,0,0,0,0
12879,Bridges of Love,,0,0,0,0,0,0,0,0,0,0
12880,Love in the 1980s,,0,0,0,0,0,0,0,0,0,0
12881,What Lies Beneath: The Effects of 'The People Under the Stairs',,0,0,0,0,0,0,0,0,0,0
12882,House of Horrors with Director of Photography Sandi Sissel,,0,0,0,0,0,0,0,0,0,0
12883,Beth and Charly,,0,0,0,0,0,0,0,0,0,0
12884,Settling the Score: With Don Peake,,0,0,0,0,0,0,0,0,0,0
12885,Actresses and Animals,,0,0,0,0,0,0,0,0,0,0
12886,Patricia Heaton Parties,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
12887,Carnival Cravings with Anthony Anderson,,0,0,0,0,0,0,0,0,0,0
12888,Beach Eats USA with Curtis Stone,,0,0,0,0,0,0,0,0,0,0
12889,American Dynasty,,0,0,0,0,0,0,0,0,0,0
12890,Daily Breakdown,,0,0,0,0,0,0,0,0,0,0
12891,Superman,,0,0,0,0,0,0,0,0,0,0
12892,Birds Court,,0,0,0,0,0,0,0,0,0,0
12893,Leftovers,,0,0,0,0,0,0,0,0,0,0
12894,Tamara,,0,0,0,0,0,0,0,0,0,0
12895,La llave de la Felicidad,,0,0,0,0,0,0,0,0,0,0
12896,American SuperHero,,0,0,0,0,0,0,0,0,0,0
12897,Chronicles,,0,0,0,0,0,0,0,0,0,0
12898,Buried History with Mark Walberg,,0,0,0,0,0,0,0,0,0,0
12899,Danse Macabre,,0,0,0,0,0,0,0,0,0,0
12900,WWE: Monday Night War Vol. 2: Know Your Role Part 4,,0,0,0,0,0,0,0,0,0,0
12901,Happily Never After Vlogs,,0,0,0,0,0,0,0,0,0,0
12902,Daily Dab TV,,0,0,0,0,0,0,0,0,0,0
12903,Agatha Raisin,,0,0,0,0,0,0,0,0,0,0
12904,A Season with Notre Dame Football,,0,0,0,0,0,0,0,0,0,0
12905,Chas Sycha,,0,0,0,0,0,0,0,0,0,0
12906,Online Dating: In Real Life,,0,0,0,0,0,0,0,0,0,0
12907,An Klondike,,0,0,0,0,0,0,0,0,0,0
12908,Blitz Cities,,0,0,0,0,0,0,0,0,0,0
12909,Crossfire,,0,0,0,0,0,0,0,0,0,0
12910,Sonic Groom: The Getaway,,0,0,0,0,0,0,0,0,0,0
12911,California Coastal Trail,,0,0,0,0,0,0,0,0,0,0
12912,Ends,,0,0,0,0,0,0,0,0,0,0
12913,A Dark Tale,,0,0,0,0,0,0,0,0,0,0
12914,Norman,,0,0,0,0,0,0,0,0,0,0
12915,Bikini Woriaazu,,0,0,0,0,0,0,0,0,0,0
12916,Better Late Than Never,,0,0,0,0,0,0,0,0,0,0
12917,Hong Kong,,0,0,0,0,0,0,0,0,0,0
12918,Reese's Puffs Game Day Traditions,,0,0,0,0,0,0,0,0,0,0
12919,AOL Rise: Live Online Morning Show,,0,0,0,0,0,0,0,0,0,0
12920,Let's Make Friends,,0,0,0,0,0,0,0,0,0,0
12921,Talk Lancashire,,0,0,0,0,0,0,0,0,0,0
12922,Cristina,,0,0,0,0,0,0,0,0,0,0
12923,A Quinta,,0,0,0,0,0,0,0,0,0,0
12924,Hush,,0,0,0,0,0,0,0,0,0,0
12925,A Day in the Life Of,,0,0,0,0,0,0,0,0,0,0
12926,Arslan Senki,1 nomination.,0,1,0,0,0,0,0,0,0,0
12927,BBC Bitesize: KS3 English Language,,0,0,0,0,0,0,0,0,0,0
12928,Let It Burn,,0,0,0,0,0,0,0,0,0,0
12929,Børnenes hemmelige verden,,0,0,0,0,0,0,0,0,0,0
12930,Bestseller,,0,0,0,0,0,0,0,0,0,0
12931,Chelovek bez proshlogo,,0,0,0,0,0,0,0,0,0,0
12932,The Other,,0,0,0,0,0,0,0,0,0,0
12933,Cannibal Christmas Massacre,,0,0,0,0,0,0,0,0,0,0
12934,BTS TV Live,,0,0,0,0,0,0,0,0,0,0
12935,Brice 3,,0,0,0,0,0,0,0,0,0,0
12936,Sorry; Dad,,0,0,0,0,0,0,0,0,0,0
12937,Bloodletting,,0,0,0,0,0,0,0,0,0,0
12938,Through the looking Glass,,0,0,0,0,0,0,0,0,0,0
12939,At the Studio with Lauren Reeves S2 E1,,0,0,0,0,0,0,0,0,0,0
12940,American Rehab: Virginia,,0,0,0,0,0,0,0,0,0,0
12941,Are Vedya Mana,,0,0,0,0,0,0,0,0,0,0
12942,Calque,,0,0,0,0,0,0,0,0,0,0
12943,Chtets,,0,0,0,0,0,0,0,0,0,0
12944,Alpaso Tv,,0,0,0,0,0,0,0,0,0,0
12945,Andrew Stemerman Vlog,,0,0,0,0,0,0,0,0,0,0
12946,Jaws 19,,0,0,0,0,0,0,0,0,0,0
12947,Boston EMS,,0,0,0,0,0,0,0,0,0,0
12948,The Setup,,0,0,0,0,0,0,0,0,0,0
12949,Adam Ruins Everything,,0,0,0,0,0,0,0,0,0,0
12950,Don't Think About It,,0,0,0,0,0,0,0,0,0,0
12951,Bolshoy dzhaz,,0,0,0,0,0,0,0,0,0,0
12952,Street Eats,,0,0,0,0,0,0,0,0,0,0
12953,Beginnings,,0,0,0,0,0,0,0,0,0,0
12954,America's Most Badass,,0,0,0,0,0,0,0,0,0,0
12955,Arctic Rescue,,0,0,0,0,0,0,0,0,0,0
12956,Celia,1 nomination.,0,1,0,0,0,0,0,0,0,0
12957,Present,,0,0,0,0,0,0,0,0,0,0
12958,Celebrate Truth,,0,0,0,0,0,0,0,0,0,0
12959,Spare Change,,0,0,0,0,0,0,0,0,0,0
12960,The Last Bonesetter: An Encounter with Don Felipe,,0,0,0,0,0,0,0,0,0,0
12961,NXT Takeover: Respect,,0,0,0,0,0,0,0,0,0,0
12962,Alex Fernandez's Dawn,,0,0,0,0,0,0,0,0,0,0
12963,Az po sufit!,,0,0,0,0,0,0,0,0,0,0
12964,Case,,0,0,0,0,0,0,0,0,0,0
12965,47 Secrets to a Younger You,,0,0,0,0,0,0,0,0,0,0
12966,Finale,,0,0,0,0,0,0,0,0,0,0
12967,The Invaders,,0,0,0,0,0,0,0,0,0,0
12968,Secrets,,0,0,0,0,0,0,0,0,0,0
12969,Addicted to Sexting,,0,0,0,0,0,0,0,0,0,0
12970,100 Day Bach,,0,0,0,0,0,0,0,0,0,0
12971,Bug Bites: Animated Shorts,,0,0,0,0,0,0,0,0,0,0
12972,Game Day,,0,0,0,0,0,0,0,0,0,0
