,Title,Awards,Wins,Nominations,Bafta_Nominations,Oscar_Nominations,Prime_Nominations,Golden_Globe_Nominations,Bafta_Wins,Oscar_Wins,Prime_Wins,Golden_Globe_Wins
12162,10,,0,0,0,0,0,0,0,0,0,0
12163,According to Alex,,0,0,0,0,0,0,0,0,0,0
12164,The Things We Do for Love,,0,0,0,0,0,0,0,0,0,0
12165,Mysteries at the National Parks,,0,0,0,0,0,0,0,0,0,0
12166,Us,,0,0,0,0,0,0,0,0,0,0
12167,The Greg Gutfeld Show,,0,0,0,0,0,0,0,0,0,0
12168,Family Dinner,,0,0,0,0,0,0,0,0,0,0
12169,Magic,,0,0,0,0,0,0,0,0,0,0
12170,American Ballet Theatre: A History,,0,0,0,0,0,0,0,0,0,0
12171,Countdown,,0,0,0,0,0,0,0,0,0,0
12172,Alibi Boys,,0,0,0,0,0,0,0,0,0,0
12173,Britain's Horror Homes,,0,0,0,0,0,0,0,0,0,0
12174,Brothers Green: Eats!,,0,0,0,0,0,0,0,0,0,0
12175,The Martyr,,0,0,0,0,0,0,0,0,0,0
12176,Ransom,,0,0,0,0,0,0,0,0,0,0
12177,A Killer App,,0,0,0,0,0,0,0,0,0,0
12178,AllenWatson Originals,,0,0,0,0,0,0,0,0,0,0
12179,Nico,,0,0,0,0,0,0,0,0,0,0
12180,The Gauntlet,,0,0,0,0,0,0,0,0,0,0
12181,180 Days: Hartsville,,0,0,0,0,0,0,0,0,0,0
12182,Chaussée d'Amour,,0,0,0,0,0,0,0,0,0,0
12183,Catching Monsters,,0,0,0,0,0,0,0,0,0,0
12184,Moving Day,,0,0,0,0,0,0,0,0,0,0
12185,The Persecution of Falun Gong,,0,0,0,0,0,0,0,0,0,0
12186,Big Little Boss,,0,0,0,0,0,0,0,0,0,0
12187,Connected,,0,0,0,0,0,0,0,0,0,0
12188,Two Steps Back,,0,0,0,0,0,0,0,0,0,0
12189,The Eurovision Song Contest: Semi Final 1,,0,0,0,0,0,0,0,0,0,0
12190,Things Girl BFFs Do,,0,0,0,0,0,0,0,0,0,0
12191,Rebellion,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0,0
12192,Besties,,0,0,0,0,0,0,0,0,0,0
12193,Der Mut Zu Vergeben,,0,0,0,0,0,0,0,0,0,0
12194,Bionic Kitchn,,0,0,0,0,0,0,0,0,0,0
12195,Joanna Angel's Pool Party,,0,0,0,0,0,0,0,0,0,0
12196,Water Wise Coffee: Ethiopia,,0,0,0,0,0,0,0,0,0,0
12197,Mit dem Mut der Verzweiflung,,0,0,0,0,0,0,0,0,0,0
12198,Aemilia Bal Specc: Emilia Ballo Staccato,,0,0,0,0,0,0,0,0,0,0
12199,The Eurovision Song Contest: Semi Final 2,,0,0,0,0,0,0,0,0,0,0
12200,They Want Dick Dickster,,0,0,0,0,0,0,0,0,0,0
12201,A Brit and a Broad,,0,0,0,0,0,0,0,0,0,0
12202,One; No One and One Hundred Thousand,,0,0,0,0,0,0,0,0,0,0
12203,The Runaways,,0,0,0,0,0,0,0,0,0,0
12204,Big Red: The Original Outlaw Racer,,0,0,0,0,0,0,0,0,0,0
12205,XVIII Premios Max de las artes escénicas,,0,0,0,0,0,0,0,0,0,0
12206,Radio 1's Big Weekend Norwich 2015,,0,0,0,0,0,0,0,0,0,0
12207,Mein Traumjob - Die Chance meines Lebens,,0,0,0,0,0,0,0,0,0,0
12208,Cooking for Bachelors,,0,0,0,0,0,0,0,0,0,0
12209,Time's Up,,0,0,0,0,0,0,0,0,0,0
12210,1 Habit,,0,0,0,0,0,0,0,0,0,0
12211,All Right,,0,0,0,0,0,0,0,0,0,0
12212,Jeff Ross Roasts Criminals: Live at Brazos County Jail,,0,0,0,0,0,0,0,0,0,0
12213,Pa Happy She Ta Yer,,0,0,0,0,0,0,0,0,0,0
12214,Batman: The Long Halloween,,0,0,0,0,0,0,0,0,0,0
12215,Brew Talk,,0,0,0,0,0,0,0,0,0,0
12216,Chicago Hack,,0,0,0,0,0,0,0,0,0,0
12217,Ghost Town,,0,0,0,0,0,0,0,0,0,0
12218,Raymond McAnally: Size Matters,,0,0,0,0,0,0,0,0,0,0
12219,American Scandals,,0,0,0,0,0,0,0,0,0,0
12220,Azul Violeta,,0,0,0,0,0,0,0,0,0,0
12221,Becky Jane's Big Day,,0,0,0,0,0,0,0,0,0,0
12222,Age Harassment,,0,0,0,0,0,0,0,0,0,0
12223,The Godfather,,0,0,0,0,0,0,0,0,0,0
12224,Road Trip,,0,0,0,0,0,0,0,0,0,0
12225,Mission,,0,0,0,0,0,0,0,0,0,0
12226,Animus,,0,0,0,0,0,0,0,0,0,0
12227,Home to Roost,,0,0,0,0,0,0,0,0,0,0
12228,Wide Open,,0,0,0,0,0,0,0,0,0,0
12229,Whiskey Business,,0,0,0,0,0,0,0,0,0,0
12230,Money,5 wins & 13 nominations.,5,13,0,0,0,0,0,0,0,0
12231,American Lawmen,1 nomination.,0,1,0,0,0,0,0,0,0,0
12232,Feito Torto Pra Ficar Direito,,0,0,0,0,0,0,0,0,0,0
12233,101 Amazing Thrills,,0,0,0,0,0,0,0,0,0,0
12234,Death to the Hipster,,0,0,0,0,0,0,0,0,0,0
12235,Divine Intervention,,0,0,0,0,0,0,0,0,0,0
12236,The 2015 NBA Finals,,0,0,0,0,0,0,0,0,0,0
12237,Beat Bugs,,0,0,0,0,0,0,0,0,0,0
12238,Toby & Baz Meet the Andymen,,0,0,0,0,0,0,0,0,0,0
12239,Wizard School,,0,0,0,0,0,0,0,0,0,0
12240,A Certain Point of View,,0,0,0,0,0,0,0,0,0,0
12241,The First Pitch,,0,0,0,0,0,0,0,0,0,0
12242,Being,,0,0,0,0,0,0,0,0,0,0
12243,The Powerpuff Girls,,0,0,0,0,0,0,0,0,0,0
12244,Battle Jar: Resolving Arguments Since the Dawn of Time,,0,0,0,0,0,0,0,0,0,0
12245,Left Behind,,0,0,0,0,0,0,0,0,0,0
12246,Cake Wars,,0,0,0,0,0,0,0,0,0,0
12247,Breaking Dating,,0,0,0,0,0,0,0,0,0,0
12248,A Dandelion Clock: Magellanic Clouds,,0,0,0,0,0,0,0,0,0,0
12249,A Casa Nostra,,0,0,0,0,0,0,0,0,0,0
12250,Le placard,,0,0,0,0,0,0,0,0,0,0
12251,Yellowstone,,0,0,0,0,0,0,0,0,0,0
12252,Nina Elle Is the ArchAngel,,0,0,0,0,0,0,0,0,0,0
12253,Revive,,0,0,0,0,0,0,0,0,0,0
12254,Robot Koch & Delhia de France: California Dreamin',,0,0,0,0,0,0,0,0,0,0
12255,AllenWatson Investigates,,0,0,0,0,0,0,0,0,0,0
12256,The Beginning,,0,0,0,0,0,0,0,0,0,0
12257,Breakdowns: The Web Series,,0,0,0,0,0,0,0,0,0,0
12258,You Only Live Once,,0,0,0,0,0,0,0,0,0,0
12259,Christian Brothers,,0,0,0,0,0,0,0,0,0,0
12260,Mavericks,,0,0,0,0,0,0,0,0,0,0
12261,Bästa dealen,,0,0,0,0,0,0,0,0,0,0
12262,Ali Baba and the Seven Dwarfs,,0,0,0,0,0,0,0,0,0,0
12263,Ben Al Sarayat,,0,0,0,0,0,0,0,0,0,0
12264,Jermaine,1 nomination.,0,1,0,0,0,0,0,0,0,0
12265,Slash,1 nomination.,0,1,0,0,0,0,0,0,0,0
12266,Dangerous Lessons,,0,0,0,0,0,0,0,0,0,0
12267,Burgers; Brew and 'Que,,0,0,0,0,0,0,0,0,0,0
12268,Casting!,,0,0,0,0,0,0,0,0,0,0
12269,Anthonix Maximus,,0,0,0,0,0,0,0,0,0,0
12270,Blood Puddle Reviews,,0,0,0,0,0,0,0,0,0,0
12271,Bed of the Dead,,0,0,0,0,0,0,0,0,0,0
12272,The Wild Life,1 win.,1,0,0,0,0,0,0,0,0,0
12273,Food Wars: Shokugeki no Soma,,0,0,0,0,0,0,0,0,0,0
12274,Brotherhood,,0,0,0,0,0,0,0,0,0,0
12275,Amor de barrio,,0,0,0,0,0,0,0,0,0,0
12276,Abaddon,,0,0,0,0,0,0,0,0,0,0
12277,Benchmark,,0,0,0,0,0,0,0,0,0,0
12278,Book Club for Ladies,,0,0,0,0,0,0,0,0,0,0
12279,A Game of Chess,,0,0,0,0,0,0,0,0,0,0
12280,Coração D'Ouro,,0,0,0,0,0,0,0,0,0,0
12281,Persuasion,,0,0,0,0,0,0,0,0,0,0
12282,Best of Battlecam,,0,0,0,0,0,0,0,0,0,0
12283,Star Wars: Uprising,,0,0,0,0,0,0,0,0,0,0
12284,Cheese in the Trap,,0,0,0,0,0,0,0,0,0,0
12285,Fallout 4,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0,0
12286,Bounce,,0,0,0,0,0,0,0,0,0,0
12287,Five,,0,0,0,0,0,0,0,0,0,0
12288,Bahama Blue,1 nomination.,0,1,0,0,0,0,0,0,0,0
12289,BattleFrog College Championship,,0,0,0,0,0,0,0,0,0,0
12290,Last Resort,,0,0,0,0,0,0,0,0,0,0
12291,Sleeping Beauty,,0,0,0,0,0,0,0,0,0,0
12292,Father's Day,1 nomination.,0,1,0,0,0,0,0,0,0,0
12293,2015 Stanley Cup Finals,,0,0,0,0,0,0,0,0,0,0
12294,Aquarius: The Summer of Love,,0,0,0,0,0,0,0,0,0,0
12295,Camille,,0,0,0,0,0,0,0,0,0,0
12296,Finale,,0,0,0,0,0,0,0,0,0,0
12297,Michigan,,0,0,0,0,0,0,0,0,0,0
12298,Cooking for Moms: A Five-Part Mini-Series,,0,0,0,0,0,0,0,0,0,0
12299,12 Seconds,,0,0,0,0,0,0,0,0,0,0
12300,Last Tree Standing,,0,0,0,0,0,0,0,0,0,0
12301,Bob Monkhouse... The Million Joke Man,,0,0,0,0,0,0,0,0,0,0
12302,Crime,,0,0,0,0,0,0,0,0,0,0
12303,Bangkok Nites,2 nominations.,0,2,0,0,0,0,0,0,0,0
12304,Born to Fight: Glover Teixeira,,0,0,0,0,0,0,0,0,0,0
12305,Born to Fight: Lyoto Machida,,0,0,0,0,0,0,0,0,0,0
12306,3 Chefs 1 City,,0,0,0,0,0,0,0,0,0,0
12307,Arts in Context: Motor Canvas,,0,0,0,0,0,0,0,0,0,0
12308,Britain's Greatest Generation,,0,0,0,0,0,0,0,0,0,0
12309,Not So Common Sense,,0,0,0,0,0,0,0,0,0,0
12310,100 Miles from Nowhere,,0,0,0,0,0,0,0,0,0,0
12311,Blocked,,0,0,0,0,0,0,0,0,0,0
12312,Chronically Single,,0,0,0,0,0,0,0,0,0,0
12313,On the Brink,,0,0,0,0,0,0,0,0,0,0
12314,BrownTown,,0,0,0,0,0,0,0,0,0,0
12315,Cape Town,,0,0,0,0,0,0,0,0,0,0
12316,Akagi: Yami ni oritatta tensai,,0,0,0,0,0,0,0,0,0,0
12317,Conspiracy,,0,0,0,0,0,0,0,0,0,0
12318,Ask Zamani,,0,0,0,0,0,0,0,0,0,0
12319,About Time,,0,0,0,0,0,0,0,0,0,0
12320,Fendrich über Fendrich: Zum 60. Geburtstag,,0,0,0,0,0,0,0,0,0,0
12321,Yesterday,,0,0,0,0,0,0,0,0,0,0
12322,Chaos Theory,,0,0,0,0,0,0,0,0,0,0
12323,Zagreb Stories Vol. 3,,0,0,0,0,0,0,0,0,0,0
12324,Affliction,,0,0,0,0,0,0,0,0,0,0
12325,The Joke's on You,,0,0,0,0,0,0,0,0,0,0
12326,Nothing Ventured; Nothing Gained,,0,0,0,0,0,0,0,0,0,0
12327,Hostage,,0,0,0,0,0,0,0,0,0,0
12328,Lego Jurassic Park,,0,0,0,0,0,0,0,0,0,0
12329,The Diary,,0,0,0,0,0,0,0,0,0,0
12330,Lesbro: All My Friends Are Lesbians,,0,0,0,0,0,0,0,0,0,0
12331,Veteran,3 wins & 22 nominations.,3,22,0,0,0,0,0,0,0,0
12332,American Family,,0,0,0,0,0,0,0,0,0,0
12333,Balala the Fairies: The Mystery Note,,0,0,0,0,0,0,0,0,0,0
12334,Yes And...,,0,0,0,0,0,0,0,0,0,0
12335,Beyond Black Beauty,,0,0,0,0,0,0,0,0,0,0
12336,One Shot,,0,0,0,0,0,0,0,0,0,0
12337,Sleepaway Camp 3: Tony Lives,,0,0,0,0,0,0,0,0,0,0
12338,Cara Blanca,,0,0,0,0,0,0,0,0,0,0
12339,Invisible; Inc.,1 nomination.,0,1,0,0,0,0,0,0,0,0
12340,Vienna D'Amato Hall: It's What the Dog Saw,,0,0,0,0,0,0,0,0,0,0
12341,A Ladies' Guide to Making Conversation More Interesting,,0,0,0,0,0,0,0,0,0,0
12342,Baked,,0,0,0,0,0,0,0,0,0,0
12343,Avec Eric,,0,0,0,0,0,0,0,0,0,0
12344,60,,0,0,0,0,0,0,0,0,0,0
12345,The Substitute Spy,,0,0,0,0,0,0,0,0,0,0
12346,Brothers in Crime,,0,0,0,0,0,0,0,0,0,0
12347,Aloha Undertakers,,0,0,0,0,0,0,0,0,0,0
12348,Blood and Glory: The Civil War in Color,,0,0,0,0,0,0,0,0,0,0
12349,AN.X.O,,0,0,0,0,0,0,0,0,0,0
12350,Bab Ela'mod: Damascus Gate,,0,0,0,0,0,0,0,0,0,0
12351,Boys in the Band,,0,0,0,0,0,0,0,0,0,0
12352,Rainbow Six: Siege,,0,0,0,0,0,0,0,0,0,0
12353,Between the Sidewalk and the Street,,0,0,0,0,0,0,0,0,0,0
12354,The Caribbean Chef Julio Rodriguez: Sofrito-Rice & Beans,,0,0,0,0,0,0,0,0,0,0
12355,Cerulean,,0,0,0,0,0,0,0,0,0,0
12356,ARCA Live on Fox Sports,,0,0,0,0,0,0,0,0,0,0
12357,Why Are You Single the Stageplay,,0,0,0,0,0,0,0,0,0,0
12358,UFC Training Day,,0,0,0,0,0,0,0,0,0,0
12359,Operation: Neighborhood Watch!,1 win.,1,0,0,0,0,0,0,0,0,0
12360,Catching History's Criminals: The Forensics Story,,0,0,0,0,0,0,0,0,0,0
12361,Out of Bounds,,0,0,0,0,0,0,0,0,0,0
12362,The Far East All Stars,,0,0,0,0,0,0,0,0,0,0
12363,2 Point Lead,,0,0,0,0,0,0,0,0,0,0
12364,New Beginnings,,0,0,0,0,0,0,0,0,0,0
12365,Caméra cachée,,0,0,0,0,0,0,0,0,0,0
12366,Heartless,,0,0,0,0,0,0,0,0,0,0
12367,Awkwardness,,0,0,0,0,0,0,0,0,0,0
12368,Big Ken Presents: Underground Videos,,0,0,0,0,0,0,0,0,0,0
12369,Cine Cast,,0,0,0,0,0,0,0,0,0,0
12370,Japan: Earth's Enchanted Islands,,0,0,0,0,0,0,0,0,0,0
12371,Naked and Afraid XL,,0,0,0,0,0,0,0,0,0,0
12372,Benders,,0,0,0,0,0,0,0,0,0,0
12373,Battle Factory,,0,0,0,0,0,0,0,0,0,0
12374,A Will to Survive,,0,0,0,0,0,0,0,0,0,0
12375,Arabian Nights 2015,,0,0,0,0,0,0,0,0,0,0
12376,Big City Bluegrass,,0,0,0,0,0,0,0,0,0,0
12377,Causos do Zé Coveiro,,0,0,0,0,0,0,0,0,0,0
12378,Anónima,,0,0,0,0,0,0,0,0,0,0
12379,Bigi and Friends,,0,0,0,0,0,0,0,0,0,0
12380,Fishbowl,,0,0,0,0,0,0,0,0,0,0
12381,Help,,0,0,0,0,0,0,0,0,0,0
12382,Beatrice,,0,0,0,0,0,0,0,0,0,0
12383,Channel 47 News,,0,0,0,0,0,0,0,0,0,0
12384,Chapa Quente!,,0,0,0,0,0,0,0,0,0,0
12385,The National Security Forum,,0,0,0,0,0,0,0,0,0,0
12386,Meathead Goes Hog Wild,,0,0,0,0,0,0,0,0,0,0
12387,Building the Bahamas,,0,0,0,0,0,0,0,0,0,0
12388,Revelation,,0,0,0,0,0,0,0,0,0,0
12389,Under Pressure,,0,0,0,0,0,0,0,0,0,0
12390,AFI Life Achievement Award: A Tribute to Steve Martin,,0,0,0,0,0,0,0,0,0,0
12391,Home Alone,,0,0,0,0,0,0,0,0,0,0
12392,Aborrescentes,,0,0,0,0,0,0,0,0,0,0
12393,Boomtowners,,0,0,0,0,0,0,0,0,0,0
12394,Level Up,,0,0,0,0,0,0,0,0,0,0
12395,Lost in Laos,,0,0,0,0,0,0,0,0,0,0
12396,Bizaardvark,,0,0,0,0,0,0,0,0,0,0
12397,Masks: Exordium,,0,0,0,0,0,0,0,0,0,0
12398,Family Secrets,,0,0,0,0,0,0,0,0,0,0
12399,Claustrophobia,,0,0,0,0,0,0,0,0,0,0
12400,C'est Wow,1 nomination.,0,1,0,0,0,0,0,0,0,0
12401,CoInspire,,0,0,0,0,0,0,0,0,0,0
12402,The Sexual Desires of Chanel Preston,,0,0,0,0,0,0,0,0,0,0
12403,Broken Bond,,0,0,0,0,0,0,0,0,0,0
12404,The Death of a Security Guard,2 wins.,2,0,0,0,0,0,0,0,0,0
12405,Scarred,,0,0,0,0,0,0,0,0,0,0
12406,August Wilson: The Ground on Which I Stand,,0,0,0,0,0,0,0,0,0,0
12407,Aspirin,,0,0,0,0,0,0,0,0,0,0
12408,Melinda,,0,0,0,0,0,0,0,0,0,0
12409,Pura Vida: Quer durch Ecuador,,0,0,0,0,0,0,0,0,0,0
12410,Life Lessons,,0,0,0,0,0,0,0,0,0,0
12411,Même pas peur,,0,0,0,0,0,0,0,0,0,0
12412,2015 FIFA Women's World Cup,,0,0,0,0,0,0,0,0,0,0
12413,Courtney Uncovered: The Courtney Stodden Sex Tape,,0,0,0,0,0,0,0,0,0,0
12414,Bike Family,,0,0,0,0,0,0,0,0,0,0
12415,Wild Things,,0,0,0,0,0,0,0,0,0,0
12416,Behind You,,0,0,0,0,0,0,0,0,0,0
12417,Sink or Swim: Learning the Crawl in the Maldives,,0,0,0,0,0,0,0,0,0,0
12418,Colston Brief,,0,0,0,0,0,0,0,0,0,0
12419,Brides Gone Styled,,0,0,0,0,0,0,0,0,0,0
12420,American Takedown,,0,0,0,0,0,0,0,0,0,0
12421,New Jersey Motor Vehicle Inspection Video,,0,0,0,0,0,0,0,0,0,0
12422,Bist Du deppert!,,0,0,0,0,0,0,0,0,0,0
12423,Diva,,0,0,0,0,0,0,0,0,0,0
12424,The Competition,,0,0,0,0,0,0,0,0,0,0
12425,Chair Guns,,0,0,0,0,0,0,0,0,0,0
12426,BattleBots,,0,0,0,0,0,0,0,0,0,0
12427,The Worst People at a Party,,0,0,0,0,0,0,0,0,0,0
12428,Casey Neistat Vlog,,0,0,0,0,0,0,0,0,0,0
12429,Live with Austin D. Jordan,,0,0,0,0,0,0,0,0,0,0
12430,2015 Australian Goldfields Open,,0,0,0,0,0,0,0,0,0,0
12431,Bloedbroeders: Blood Brothers,1 nomination.,0,1,0,0,0,0,0,0,0,0
12432,Borgarstjórinn,,0,0,0,0,0,0,0,0,0,0
12433,Batman Unlimited,,0,0,0,0,0,0,0,0,0,0
12434,Blaine & Shirley,,0,0,0,0,0,0,0,0,0,0
12435,First Impressions,,0,0,0,0,0,0,0,0,0,0
12436,Chicken People,1 nomination.,0,1,0,0,0,0,0,0,0,0
12437,Meeting Matt Damon,,0,0,0,0,0,0,0,0,0,0
12438,4Jim,,0,0,0,0,0,0,0,0,0,0
12439,Car Trouble,,0,0,0,0,0,0,0,0,0,0
12440,Channel Zero,,0,0,0,0,0,0,0,0,0,0
12441,All the Web's a Stage,,0,0,0,0,0,0,0,0,0,0
12442,Baby Shower,,0,0,0,0,0,0,0,0,0,0
12443,Confessions of a Hollywood Bartender,,0,0,0,0,0,0,0,0,0,0
12444,Horrified,,0,0,0,0,0,0,0,0,0,0
12445,Every Day My Dad Dies,,0,0,0,0,0,0,0,0,0,0
12446,Cheerleaders,,0,0,0,0,0,0,0,0,0,0
12447,The Unforgiven,,0,0,0,0,0,0,0,0,0,0
12448,The Pilot,,0,0,0,0,0,0,0,0,0,0
12449,Mother's Day,2 nominations.,0,2,0,0,0,0,0,0,0,0
12450,God's Not Dead 2,,0,0,0,0,0,0,0,0,0,0
12451,Bonding with Birds,,0,0,0,0,0,0,0,0,0,0
12452,Chiller Night Theater,,0,0,0,0,0,0,0,0,0,0
12453,Bedfellas,,0,0,0,0,0,0,0,0,0,0
12454,Chuzhoe gnezdo,,0,0,0,0,0,0,0,0,0,0
12455,Lea to the Rescue,,0,0,0,0,0,0,0,0,0,0
12456,Between the Lines: Pretty Lake High - Yearbook Assignment,,0,0,0,0,0,0,0,0,0,0
12457,The Boy in the Picture,,0,0,0,0,0,0,0,0,0,0
12458,Batter Up!,,0,0,0,0,0,0,0,0,0,0
12459,Blue Moon,,0,0,0,0,0,0,0,0,0,0
12460,Alyssa's Tips for Easy Parenting,,0,0,0,0,0,0,0,0,0,0
12461,Interview,,0,0,0,0,0,0,0,0,0,0
12462,Elemental,,0,0,0,0,0,0,0,0,0,0
12463,Bella; Bella,,0,0,0,0,0,0,0,0,0,0
12464,Eighteen,,0,0,0,0,0,0,0,0,0,0
12465,Sharknado 4: The 4th Awakens,,0,0,0,0,0,0,0,0,0,0
12466,For The Byrd's Into the Wild,,0,0,0,0,0,0,0,0,0,0
12467,Hot,,0,0,0,0,0,0,0,0,0,0
12468,Barisan no Imabariben kouza,,0,0,0,0,0,0,0,0,0,0
12469,Under Fire,1 win.,1,0,0,0,0,0,0,0,0,0
12470,Atlantica,,0,0,0,0,0,0,0,0,0,0
12471,Hiroshima: The Aftermath,,0,0,0,0,0,0,0,0,0,0
12472,Double Trouble,,0,0,0,0,0,0,0,0,0,0
12473,Baron noir,,0,0,0,0,0,0,0,0,0,0
12474,From Jakarta with Love,,0,0,0,0,0,0,0,0,0,0
12475,UFC 188: Velasquez vs. Werdum,,0,0,0,0,0,0,0,0,0,0
12476,Unfriended,,0,0,0,0,0,0,0,0,0,0
12477,By Jamal Joseph: A Life Transformed by the Arts,,0,0,0,0,0,0,0,0,0,0
12478,Don't Look Back,,0,0,0,0,0,0,0,0,0,0
12479,In Deep Water,,0,0,0,0,0,0,0,0,0,0
12480,Challenge Accepted,,0,0,0,0,0,0,0,0,0,0
12481,Channing Tatum Dances at Prank Magic Mike XXL Screening,,0,0,0,0,0,0,0,0,0,0
12482,Never Too Late,,0,0,0,0,0,0,0,0,0,0
12483,Ascendance,,0,0,0,0,0,0,0,0,0,0
12484,Man's Best Friend,,0,0,0,0,0,0,0,0,0,0
12485,Archives of the Heart,,0,0,0,0,0,0,0,0,0,0
12486,Boss Nails,,0,0,0,0,0,0,0,0,0,0
12487,Chonda Pierce: Laughing in the Dark,,0,0,0,0,0,0,0,0,0,0
12488,Steve's Big Date,,0,0,0,0,0,0,0,0,0,0
12489,Can You Imagine That!,,0,0,0,0,0,0,0,0,0,0
12490,Superhero,,0,0,0,0,0,0,0,0,0,0
12491,Barking Dogs,,0,0,0,0,0,0,0,0,0,0
12492,Hasret: Sehnsucht,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
12493,Orlando; Florida,,0,0,0,0,0,0,0,0,0,0
12494,Dirty Laundry,,0,0,0,0,0,0,0,0,0,0
12495,Money,,0,0,0,0,0,0,0,0,0,0
12496,Andy's Revenge,,0,0,0,0,0,0,0,0,0,0
12497,What Actually Happened to the Class of '65,,0,0,0,0,0,0,0,0,0,0
12498,Creventoons,,0,0,0,0,0,0,0,0,0,0
12499,Alamat,,0,0,0,0,0,0,0,0,0,0
12500,Offline Dating,,0,0,0,0,0,0,0,0,0,0
12501,Amor sin banderas,,0,0,0,0,0,0,0,0,0,0
12502,Bunny and Turton,,0,0,0,0,0,0,0,0,0,0
12503,Bob Massi Is the Property Man,,0,0,0,0,0,0,0,0,0,0
12504,Gloves Off,,0,0,0,0,0,0,0,0,0,0
12505,Altered Course,,0,0,0,0,0,0,0,0,0,0
12506,The Last Supper,,0,0,0,0,0,0,0,0,0,0
12507,Meanwhile in Beirut,,0,0,0,0,0,0,0,0,0,0
12508,Ratchet Date from Hell,,0,0,0,0,0,0,0,0,0,0
12509,Batman: The Killing Joke,,0,0,0,0,0,0,0,0,0,0
12510,Kingfish,,0,0,0,0,0,0,0,0,0,0
12511,Texas Tornado's Baja 1000,,0,0,0,0,0,0,0,0,0,0
12512,Realidade Paralela,,0,0,0,0,0,0,0,0,0,0
12513,Did You Lock The Door?,,0,0,0,0,0,0,0,0,0,0
12514,Benefits by the Sea: Jaywick,,0,0,0,0,0,0,0,0,0,0
12515,Art Breakers,,0,0,0,0,0,0,0,0,0,0
12516,Carver Kings,,0,0,0,0,0,0,0,0,0,0
12517,Breaking Band,,0,0,0,0,0,0,0,0,0,0
12518,Ambience,,0,0,0,0,0,0,0,0,0,0
12519,Creepy Country,,0,0,0,0,0,0,0,0,0,0
12520,XOXO,,0,0,0,0,0,0,0,0,0,0
12521,Take One,,0,0,0,0,0,0,0,0,0,0
12522,The Plot Thickens,,0,0,0,0,0,0,0,0,0,0
12523,Agora Escolha,,0,0,0,0,0,0,0,0,0,0
12524,Pie Fidelity,,0,0,0,0,0,0,0,0,0,0
12525,Bringing Up Bates,,0,0,0,0,0,0,0,0,0,0
12526,Charlie ITA,,0,0,0,0,0,0,0,0,0,0
12527,Arsenal,,0,0,0,0,0,0,0,0,0,0
12528,Alone Together,,0,0,0,0,0,0,0,0,0,0
12529,Customer Service,,0,0,0,0,0,0,0,0,0,0
12530,Fully Vetted,,0,0,0,0,0,0,0,0,0,0
12531,2 AM,,0,0,0,0,0,0,0,0,0,0
12532,The End,,0,0,0,0,0,0,0,0,0,0
12533,American Fire,,0,0,0,0,0,0,0,0,0,0
12534,Driving Lesson,,0,0,0,0,0,0,0,0,0,0
12535,Breaking,,0,0,0,0,0,0,0,0,0,0
12536,Monster in My Family,,0,0,0,0,0,0,0,0,0,0
12537,Capitalism Runs on Coffee,,0,0,0,0,0,0,0,0,0,0
12538,Christine,,0,0,0,0,0,0,0,0,0,0
12539,The Grind,,0,0,0,0,0,0,0,0,0,0
12540,Busu to yajû,,0,0,0,0,0,0,0,0,0,0
12541,Betterthandead,,0,0,0,0,0,0,0,0,0,0
12542,Byk i Shpindel,,0,0,0,0,0,0,0,0,0,0
12543,The Prisoner's Dilemma,,0,0,0,0,0,0,0,0,0,0
12544,The Queen of Ireland,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
12545,38th Floor,,0,0,0,0,0,0,0,0,0,0
12546,League of Exotique Dancers,,0,0,0,0,0,0,0,0,0,0
12547,Batman: Bad Blood,,0,0,0,0,0,0,0,0,0,0
12548,A Turbulent Affair,,0,0,0,0,0,0,0,0,0,0
12549,Adi Mutluluk,,0,0,0,0,0,0,0,0,0,0
12550,China from Above,,0,0,0,0,0,0,0,0,0,0
12551,The Intervention,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
12552,Judgement Day,1 nomination.,0,1,0,0,0,0,0,0,0,0
12553,A que no me dejas,,0,0,0,0,0,0,0,0,0,0
12554,Amsturdam,,0,0,0,0,0,0,0,0,0,0
12555,Latte Feelings,,0,0,0,0,0,0,0,0,0,0
12556,Behind Bars: Rookie Year,,0,0,0,0,0,0,0,0,0,0
12557,Double Down,,0,0,0,0,0,0,0,0,0,0
12558,Turkish Delight,,0,0,0,0,0,0,0,0,0,0
12559,Untitled Eli Roth CryptTV Snapchat Murder Mystery,,0,0,0,0,0,0,0,0,0,0
12560,Channel,,0,0,0,0,0,0,0,0,0,0
12561,Octopus,,0,0,0,0,0,0,0,0,0,0
12562,2 minuter med PT-Fia,,0,0,0,0,0,0,0,0,0,0
12563,Canadian Goons,,0,0,0,0,0,0,0,0,0,0
12564,Bees in the Trap,,0,0,0,0,0,0,0,0,0,0
12565,Acil Ask Araniyor,,0,0,0,0,0,0,0,0,0,0
12566,Lockdown,,0,0,0,0,0,0,0,0,0,0
12567,Blue Shakedown,,0,0,0,0,0,0,0,0,0,0
12568,Cast Away; le faremo sapere,,0,0,0,0,0,0,0,0,0,0
